,WikidataID,show,librisid,WD_Litteraturbanken,full_name,authorid,Littbank,LittbankJSON
2513,,True,tr579r5c2wv0h6t,Litterturbanken_only,Oscar David Egge,EggeOD,<a href='https://litteraturbanken.se/f%C3%B6rfattare/EggeOD'>link Litteraturbanken</a>,<a href='https://litteraturbanken.se/api/get_author/EggeOD'>json</a>
2516,,True,53hlpgvp5qkftw0,Litterturbanken_only,Nils Jacob Wallén,WallénNJ,<a href='https://litteraturbanken.se/f%C3%B6rfattare/WallénNJ'>link Litteraturbanken</a>,<a href='https://litteraturbanken.se/api/get_author/WallénNJ'>json</a>
2517,,True,20dhlfxl2tx3prk,Litterturbanken_only,Johannes Johansson,JohanssonJohannes,<a href='https://litteraturbanken.se/f%C3%B6rfattare/JohanssonJohannes'>link Litteraturbanken</a>,<a href='https://litteraturbanken.se/api/get_author/JohanssonJohannes'>json</a>
2512,,True,b8nqs0rv2vff5qn,Litterturbanken_only,J. P. Törnqvist,TörnqvistJP,<a href='https://litteraturbanken.se/f%C3%B6rfattare/TörnqvistJP'>link Litteraturbanken</a>,<a href='https://litteraturbanken.se/api/get_author/TörnqvistJP'>json</a>
2510,,True,nl0251p655z718r,Litterturbanken_only,Karl E. Kullgren,KullgrenKE,<a href='https://litteraturbanken.se/f%C3%B6rfattare/KullgrenKE'>link Litteraturbanken</a>,<a href='https://litteraturbanken.se/api/get_author/KullgrenKE'>json</a>
2509,,True,vs6895cd54hmhjz,Litterturbanken_only,Anders Johan Afzelius,AfzeliusAJ,<a href='https://litteraturbanken.se/f%C3%B6rfattare/AfzeliusAJ'>link Litteraturbanken</a>,<a href='https://litteraturbanken.se/api/get_author/AfzeliusAJ'>json</a>
2508,,True,jgvz24r20k1fqlb,Litterturbanken_only,Carl Roland Martin,MartinCR,<a href='https://litteraturbanken.se/f%C3%B6rfattare/MartinCR'>link Litteraturbanken</a>,<a href='https://litteraturbanken.se/api/get_author/MartinCR'>json</a>
2505,,True,31fjmqkm26g4x7s,Litterturbanken_only,Isidor Lundström,LundströmI,<a href='https://litteraturbanken.se/f%C3%B6rfattare/LundströmI'>link Litteraturbanken</a>,<a href='https://litteraturbanken.se/api/get_author/LundströmI'>json</a>
2504,,True,86lnjrms2c2zjmw,Litterturbanken_only,Johan Peter Nyberg,NybergJP,<a href='https://litteraturbanken.se/f%C3%B6rfattare/NybergJP'>link Litteraturbanken</a>,<a href='https://litteraturbanken.se/api/get_author/NybergJP'>json</a>
2503,,True,b8nqlh8v1ct7wr8,Litterturbanken_only,Emma Elisabeth Linck,LinckEE,<a href='https://litteraturbanken.se/f%C3%B6rfattare/LinckEE'>link Litteraturbanken</a>,<a href='https://litteraturbanken.se/api/get_author/LinckEE'>json</a>
2528,,True,53hlqw8p5hrb9r4,Litterturbanken_only,Erik Adolf Noreen,NoreenEA,<a href='https://litteraturbanken.se/f%C3%B6rfattare/NoreenEA'>link Litteraturbanken</a>,<a href='https://litteraturbanken.se/api/get_author/NoreenEA'>json</a>
2893,,True,xv8b6w7g492s6kz,Litterturbanken_only,Carl Kastman,KastmanC,<a href='https://litteraturbanken.se/f%C3%B6rfattare/KastmanC'>link Litteraturbanken</a>,<a href='https://litteraturbanken.se/api/get_author/KastmanC'>json</a>
2894,,True,fcrvzzjz0t97l5x,Litterturbanken_only,Carl A. Kullberg,KullbergC,<a href='https://litteraturbanken.se/f%C3%B6rfattare/KullbergC'>link Litteraturbanken</a>,<a href='https://litteraturbanken.se/api/get_author/KullbergC'>json</a>
2534,,True,86lnrpts3v9jsbq,Litterturbanken_only,Gustaf Fredrik Lagervall,LagervallGF,<a href='https://litteraturbanken.se/f%C3%B6rfattare/LagervallGF'>link Litteraturbanken</a>,<a href='https://litteraturbanken.se/api/get_author/LagervallGF'>json</a>
2924,,True,75kmh94r49dcg8h,Litterturbanken_only,Axel Krook,KrookA,<a href='https://litteraturbanken.se/f%C3%B6rfattare/KrookA'>link Litteraturbanken</a>,<a href='https://litteraturbanken.se/api/get_author/KrookA'>json</a>
2537,,True,jgvx0dg21734rwt,Litterturbanken_only,Bernhard Salomon Bursell,BursellBS,<a href='https://litteraturbanken.se/f%C3%B6rfattare/BursellBS'>link Litteraturbanken</a>,<a href='https://litteraturbanken.se/api/get_author/BursellBS'>json</a>
2538,,True,53hkllwp3l51gpr,Litterturbanken_only,"Karl XV, kung av Sverige",KarlXV,<a href='https://litteraturbanken.se/f%C3%B6rfattare/KarlXV'>link Litteraturbanken</a>,<a href='https://litteraturbanken.se/api/get_author/KarlXV'>json</a>
2533,,True,31fjmb0m3brw3pk,Litterturbanken_only,Johan Fredrik Tenggren,TenggrenJF,<a href='https://litteraturbanken.se/f%C3%B6rfattare/TenggrenJF'>link Litteraturbanken</a>,<a href='https://litteraturbanken.se/api/get_author/TenggrenJF'>json</a>
2532,,True,53hlqwdp0ctlmc0,Litterturbanken_only,Victor Norén,NorénV,<a href='https://litteraturbanken.se/f%C3%B6rfattare/NorénV'>link Litteraturbanken</a>,<a href='https://litteraturbanken.se/api/get_author/NorénV'>json</a>
2878,,True,hftwzq01397wbbd,Litterturbanken_only,Nils Arfwidsson,ArfwidssonN,<a href='https://litteraturbanken.se/f%C3%B6rfattare/ArfwidssonN'>link Litteraturbanken</a>,<a href='https://litteraturbanken.se/api/get_author/ArfwidssonN'>json</a>
2928,,True,hftw05k10gms0kw,Litterturbanken_only,André Bellessort,BellessortA,<a href='https://litteraturbanken.se/f%C3%B6rfattare/BellessortA'>link Litteraturbanken</a>,<a href='https://litteraturbanken.se/api/get_author/BellessortA'>json</a>
2927,,True,rp357gc93b8fsv3,Litterturbanken_only,Georg Pauli,PauliG,<a href='https://litteraturbanken.se/f%C3%B6rfattare/PauliG'>link Litteraturbanken</a>,<a href='https://litteraturbanken.se/api/get_author/PauliG'>json</a>
