SBLnr,SBLlength,titel,Fodd,Dod,Band,Year
17816,24524,Anders Blomstrand,"Född:1822-12-19 – Växjö stadsförsamling, Kronobergs län","Död:1887-10-17 – Lunds domkyrkoförsamling, Skåne län","Band 05 (1925), sida 62.",1925
17817,82869,Christian Wilhelm Blomstrand,"Född:1826-10-20 – Växjö stadsförsamling, Kronobergs län","Död:1897-11-05 – Lunds domkyrkoförsamling, Skåne län","Band 05 (1925), sida 64.",1925
17820,21158, Blotsven,,Död:levde på 1000,"Band 05 (1925), sida 73.",1925
17821,14059,"Blume, släkt",,,"Band 05 (1925), sida 77.",1925
17824,22314,Heinrich Blume,Född: – Tyskland (i Bremen),"Död:1648-07 – Stockholms stad, Stockholms län","Band 05 (1925), sida 78.",1925
17826,19962,Peter Blume,Född: – Tyskland (på Rügen),Död:1650,"Band 05 (1925), sida 76.",1925
17827,20145,Ida A Blumenthal-Gawell,"Född:1869-11-04 – Arbrå församling, Gävleborgs län","Död:1953 – Sankt Görans församling, Stockholms län","Band 05 (1925), sida 79.",1925
17828,14311,"Blûm, släkt",,,"Band 05 (1925), sida 74.",1925
17829,19088,Carl H Adolf Blûm,"Född:1828-09-10 – Karlstads stadsförsamling, Värmlands län","Död:1901-06-18 – Linköpings Domkyrkoförsamling, Östergötlands län","Band 05 (1925), sida 75.",1925
17831,24929,Joar Blå,,Död:levde på 1200,"Band 05 (1925), sida 80.",1925
17833,74864, Bo Jonsson (Grip),,Död:1386-08-20,"Band 05 (1925), sida 82.",1925
17834,12046,"Boberg, släkt",,,"Band 05 (1925), sida 101.",1925
17835,20000,Regina S Bobeck (f. Kylberg),"Född:1843-04-05 – Tuns församling, Skaraborgs län (på Såtenäs)","Död:1913-11-17 – Tuns församling, Skaraborgs län (på Tuns prästgård)","Band 05 (1925), sida 91.",1925
17836,33000,Andreas Boberg,"Född:1678-02-10 – Uppsala domkyrkoförsamling, Uppsala län","Död:1756-11-14 – Uppsala domkyrkoförsamling, Uppsala län","Band 05 (1925), sida 93.",1925
17837,20969,Anna K Boberg (f. Scholander),"Född:1864-12-03 – Klara församling, Stockholms län","Död:1935-01-27 – Sofia församling (AB-län), Stockholms län","Band 05 (1925), sida 104.",1925
17838,24641,Carl G Boberg,"Född:1859-08-16 – Mönsterås församling, Kalmar län","Död:1940 – Kalmar domkyrkoförsamling, Kalmar län","Band 05 (1925), sida 98.",1925
17839,32337,Carl Gustaf Boberg,Född:1714-05-08,"Död:1771-01-31 – Överselö församling, Södermanlands län (på Åleby)","Band 05 (1925), sida 96.",1925
17840,32570,G Ferdinand Boberg,"Född:1860-04-11 – Falu Kristine församling, Dalarnas län",Död:1946-05-07,"Band 05 (1925), sida 101.",1925
17841,19331,Carolina S Bock (f. Richter),"Född:1792-08-28 – Stockholms stad, Stockholms län","Död:1872-03-22 – Stockholms stad, Stockholms län","Band 05 (1925), sida 105.",1925
17842,26732,K A Sixten Bock,"Född:1884-09-02 – Rogberga församling, Jönköpings län","Död:1946-08-16 – Gustav Vasa församling, Stockholms län","Band 05 (1925), sida 107.",1925
17843,24215,Jonas Bodell,"Född:1811-07-22 – Skällviks församling, Östergötlands län (i Botentorp)","Död:1867-02-27 – Luleå stadsförsamling, Norrbottens län","Band 05 (1925), sida 109.",1925
17844,23058,A G (Gösta) Bodman,"Född:1875-08-05 – Råneå församling, Norrbottens län","Död:1960 – Hedvig Eleonora församling, Stockholms län","Band 05 (1925), sida 111.",1925
17845,43197,Johan Henrik Boeclerus,"Född:1611-02-13 – Tyskland (i Cronheim, Bayern)",Död:1672-09 – Frankrike (i Strassbourg),"Band 05 (1925), sida 113.",1925
17846,21042,"Boëthius, släkt",,,"Band 05 (1925), sida 117.",1925
17847,84999,Daniel Boëthius,"Född:1751-10-05 – Västerås domkyrkoförsamling, Västmanlands län","Död:1810-03-10 – Uppsala domkyrkoförsamling, Uppsala län","Band 05 (1925), sida 133.",1925
17849,115541,Jacob Boëthius,"Född:1647-11-25 – Kila församling (U-län), Västmanlands län","Död:1718-02-23 – Kolbäcks församling, Västmanlands län (på Västerkvarn)","Band 05 (1925), sida 118.",1925
17852,37047,Jacob Edvard Boëthius,"Född:1789-04-19 – Uppsala domkyrkoförsamling, Uppsala län","Död:1849-08-23 – Uppsala domkyrkoförsamling, Uppsala län","Band 05 (1925), sida 145.",1925
17854,111564,Simon J Boëthius,"Född:1850-03-06 – Säfsnäs församling, Dalarnas län","Död:1924-03-29 – Uppsala domkyrkoförsamling, Uppsala län","Band 05 (1925), sida 148.",1925
17855,38649,Nicolas Boëtius,,Död:1632-08-24 – Tyskland (vid Alte Veste utanför Nürnberg),"Band 05 (1925), sida 163.",1925
17858,13763,"Boheman, släkt",,,"Band 05 (1925), sida 166.",1925
17859,22537,Carl Adolf Andersson Boheman,"Född:1764-09-03 – Jönköpings Kristina församling, Jönköpings län",Död:1831-04-14 – Tyskland (nära Hamburg),"Band 05 (1925), sida 167.",1925
17860,39390,Carl Henrik Boheman,"Född:1796-07-10 – Jönköpings Kristina församling, Jönköpings län","Död:1868-11-02 – Stockholms stad, Stockholms län","Band 05 (1925), sida 168.",1925
17861,37119,Mauritz H A E Boheman,"Född:1858-07-11 – Helgesta församling, Södermanlands län (på Geversnäs herrgård)","Död:1908-01-23 – Stockholms stad, Stockholms län","Band 05 (1925), sida 172.",1925
17862,31613,Friedrich Bohle,Född:1601-05-17 – Lettland (i Mitau),Död:1658-04-04 – Polen (i Stettin/Szczecin),"Band 05 (1925), sida 175.",1925
17863,49843,Abraham Bohlin,"Född:1810-06-12 – Marstrands församling, Västra Götalands län","Död:1890-05-28 – Stockholms stad, Stockholms län","Band 05 (1925), sida 178.",1925
17864,38980,Karl Petrus T Bohlin,"Född:1860-10-30 – Stockholms stad, Stockholms län","Död:1939 – Stockholms stad, Stockholms län","Band 05 (1925), sida 183.",1925
17865,20570,Knut H Bohlin,"Född:1869-08-31 – Stockholms stad, Stockholms län","Död:1956 – Ösmo församling, Stockholms län","Band 05 (1925), sida 188.",1925
17866,21138,Torsten B Bohlin,"Född:1889-12-02 – Uppsala domkyrkoförsamling, Uppsala län","Död:1950 – Härnösands domkyrkoförsamling, Västernorrlands län","Band 05 (1925), sida 189.",1925
17867,44159,Carl Johan Bohman,"Född:1816-09-29 – Jönköpings Kristina församling, Jönköpings län","Död:1882-09-09 – Lidingö församling, Stockholms län","Band 05 (1925), sida 192.",1925
17868,25524,Johan Bohman,"Född:1790-11-22 – Kisa församling, Östergötlands län (på Tomestorp)","Död:1842-11-01 – Kuddby församling, Östergötlands län","Band 05 (1925), sida 191.",1925
17869,28345,Johan Emil Bohman,"Född:1831-06-20 – Stockholms stad, Stockholms län","Död:1907-10-08 – Stockholms stad, Stockholms län","Band 05 (1925), sida 197.",1925
17870,14396,"Bohnstedt, släkt",,,"Band 05 (1925), sida 199.",1925
17871,23349,Carl Fredrik Bohnstedt,Född:1776-06-26 – Tyskland (i Stralsund),"Död:1838-12-03 – Stockholms stad, Stockholms län","Band 05 (1925), sida 200.",1925
17873,26445,Theodor Ludvig Bohnstedt,"Född:1809-01-30 – Stockholms stad, Stockholms län","Död:1888-02-09 – Ärla församling, Södermanlands län (på Rinkesta)","Band 05 (1925), sida 201.",1925
17874,12963,"Boij, släkt",,,"Band 05 (1925), sida 204.",1925
17875,40932,Anders Henrikeson Boij,,Död:1668-01,"Band 05 (1925), sida 204.",1925
17876,41408,"Anton Boij, von","Född:1631-12-12 – Stockholms stad, Stockholms län",Död:1710-09-01,"Band 05 (1925), sida 208.",1925
17878,20315,"Boije (af Gennäs), släkt",,,"Band 05 (1925), sida 213.",1925
17882,30579,Erich Gustaf Boije,Född:1702,"Död:1751-01-19 – Skällviks församling, Östergötlands län (på Degerhov)","Band 05 (1925), sida 236.",1925
17884,49210,Gustaf Reinhold Boije,Född:1769-03-18 – Finland (i Vasa),Död:1836-02-16 – Finland (på Haga gård),"Band 05 (1925), sida 254.",1925
17885,84710,Göran Boije,,Död:1617-12-07,"Band 05 (1925), sida 222.",1925
17887,49842,Hans Henrik Boije,"Född:1716 – Skällviks församling, Östergötlands län","Död:1781-10-02 – Salems församling, Stockholms län (på Högtorp)","Band 05 (1925), sida 239.",1925
17888,37104,Karl Gustaf Boije,Född:1697,Död:1769-08-08,"Band 05 (1925), sida 233.",1925
17889,69645,Nils Andersson Boije,,Död:1568,"Band 05 (1925), sida 214.",1925
17890,26031,Charles Boit,"Född:1662 – Tyska Sankta Gertruds församling, Stockholms län",Död:1727-02-06 – Frankrike (i Paris),"Band 05 (1925), sida 264.",1925
17891,14242,"Boivie, släkt",,,"Band 05 (1925), sida 266.",1925
17892,32784,Pehr Gustaf Boivie,"Född:1780-12-03 – Österlövsta församling, Uppsala län (i Åkerby)","Död:1860-01-01 – Hedemora stadsförsamling, Dalarnas län","Band 05 (1925), sida 266.",1925
17894,16998,Laurentius Bojerus,"Född:1563 – Stockholms stad, Stockholms län",Död:1619-02-13 – Polen (i Braunsberg),"Band 05 (1925), sida 269.",1925
17896,32714,Johan Christoffer Boklund,"Född:1817-07-15 – Allerums församling, Skåne län (på Kulla Gunnarstorp)","Död:1880-12-09 – Stockholms stad, Stockholms län","Band 05 (1925), sida 270.",1925
17897,28605,C August Bokström,"Född:1841-01-16 – Visby stadsförsamling, Gotlands län","Död:1905-02-14 – Visby stadsförsamling, Gotlands län","Band 05 (1925), sida 273.",1925
17898,21773,Anders Oscar Bolander,"Född:1840-12-30 – Stockholms stad, Stockholms län","Död:1914-11-28 – Stockholms stad, Stockholms län","Band 05 (1925), sida 279.",1925
17899,21579,Lars Bolander,Född:1731,"Död:1795-02-23 – Stockholms stad, Stockholms län","Band 05 (1925), sida 275.",1925
17900,27407,Sophie C M Bolander,"Född:1807-01-28 – Göteborgs stad, Västra Götalands län","Död:1869-06-02 – Göteborgs stad, Västra Götalands län","Band 05 (1925), sida 277.",1925
17902,23256,Pehr K W Bolin,"Född:1865-11-04 – Visby stadsförsamling, Gotlands län",Död:1943,"Band 05 (1925), sida 283.",1925
17903,34089,Andreas Bolin(us),"Född:1642-12-26 – Södra Unnaryds församling, Hallands län (i Unnaryds kyrkby)",Död:1698,"Band 05 (1925), sida 280.",1925
17904,12905,"Bolinder, släkt",,,"Band 05 (1925), sida 289.",1925
17905,17021,Carl G Bolinder,"Född:1818-09-24 – Vaksala församling, Uppsala län","Död:1892-05-21 – Stockholms stad, Stockholms län","Band 05 (1925), sida 291.",1925
17907,22423,Gustaf Wilhelm Bolinder,"Född:1888-12-19 – Göteborgs stad, Västra Götalands län","Död:1957 – Sankt Görans församling, Stockholms län","Band 05 (1925), sida 287.",1925
17908,27620,Jean Bolinder,"Född:1813-09-12 – Vaksala församling, Uppsala län","Död:1899-03-08 – Stockholms stad, Stockholms län","Band 05 (1925), sida 289.",1925
17909,22977,Johan (Erik) Bolinder,"Född:1768-11-04 – Söderhamns församling, Gävleborgs län","Död:1808-03-24 – Stockholms stad, Stockholms län","Band 05 (1925), sida 285.",1925
17910,36069,Bengt Magnus Bolmeer,"Född:1785-01-16 – Vittaryds församling, Kronobergs län","Död:1849-01-11 – Lunds domkyrkoförsamling, Skåne län","Band 05 (1925), sida 292.",1925
17911,45185,Fredrik August Boltzius,"Född:1836-05-17 – Grava församling, Värmlands län","Död:1910-07-13 – Grava församling, Värmlands län","Band 05 (1925), sida 296.",1925
17912,31093,Magnus Boman,"Född:1758-12-23 – Mellösa församling, Södermanlands län",Död:1808-11-26,"Band 05 (1925), sida 301.",1925
17913,47874,Petter (Pehr) Conrad Boman,"Född:1804-06-06 – Stockholms stad, Stockholms län","Död:1861-03-17 – Stockholms stad, Stockholms län","Band 05 (1925), sida 303.",1925
17914,59936,"Bonde, släkt",,,"Band 05 (1925), sida 308.",1925
17916,99815,Carl Bonde,"Född:1581-10-25 – Trästena församling, Skaraborgs län","Död:1652-02-29 – Lillkyrka församling, Örebro län (på Ekeberg)","Band 05 (1925), sida 325.",1925
17917,45722,Carl Bonde,"Född:1648-10-11 – Stockholms stad, Stockholms län","Död:1699-12-16 – Stockholms stad, Stockholms län","Band 05 (1925), sida 355.",1925
17918,31535,Carl Bonde,"Född:1741-09-11 – Spånga församling, Stockholms län (på Hesselby)","Död:1791-08-04 – Västra Vingåkers församling, Södermanlands län (på Säfstaholm)","Band 05 (1925), sida 381.",1925
17919,42292,Carl Carlsson Bonde,"Född:1850-06-11 – Stockholms stad, Stockholms län","Död:1913-11-16 – Stora Malms församling, Södermanlands län (på Eriksberg)","Band 05 (1925), sida 408.",1925
17920,72037,Carl J Bonde,"Född:1757-07-22 – Sorunda församling, Stockholms län (på Fituna)","Död:1840-10-24 – Bälinge församling (D-län), Södermanlands län (på Nynäs)","Band 05 (1925), sida 384.",1925
17921,38338,Carl J Trolle Bonde,"Född:1843-06-16 – Västra Vingåkers församling, Södermanlands län (på Kesäter)","Död:1912-08-25 – Torrlösa församling, Skåne län (på Trolleholm)","Band 05 (1925), sida 404.",1925
17922,30572,Carl Jedvard Bonde,"Född:1813-03-04 – Stora Malms församling, Södermanlands län (på Eriksberg)","Död:1895-12-24 – Stora Malms församling, Södermanlands län (på Eriksberg)","Band 05 (1925), sida 397.",1925
17923,20935,Clas Bonde,"Född:1664-11-27 – Vads församling, Skaraborgs län (på Vaholm)","Död:1726-04-23 – Västra Vingåkers församling, Södermanlands län (på Säfstaholm)","Band 05 (1925), sida 360.",1925
17926,113251,Gustaf Bonde,"Född:1682-04-06 – Stockholms stad, Stockholms län","Död:1764-12-05 – Stockholms stad, Stockholms län","Band 05 (1925), sida 362.",1925
17927,34059,Gustaf Trolle- Bonde,"Född:1773-03-28 – Årdala församling, Södermanlands län (på Vibyholm)","Död:1855-01-03 – Stockholms stad, Stockholms län","Band 05 (1925), sida 392.",1925
17928,19348,"Gustaf Bonde, Trolle-","Född:1806-02-03 – Stockholms stad, Stockholms län","Död:1884-02-05 – Stockholms stad, Stockholms län","Band 05 (1925), sida 396.",1925
17929,76226,Gustav Bonde,"Född:1620-02-04 – Rinkaby församling (T-län), Örebro län (på Äsplunda)",Död:1667-05-25 – Tyskland (i Hamburg),"Band 05 (1925), sida 339.",1925
17932,39684,Karl Tordsson Bonde,,Död:1443/45,"Band 05 (1925), sida 318.",1925
17934,44682,Knut F Bonde,"Född:1815-03-09 – Stora Malms församling, Södermanlands län (på Eriksberg)","Död:1871-10-17 – Stockholms stad, Stockholms län","Band 05 (1925), sida 400.",1925
17935,54038,Krister Bonde,"Född:1621-12-12 – Rinkaby församling (T-län), Örebro län (på Äsplunda)",Död:1659-05-09 – Danmark (i Helsingör),"Band 05 (1925), sida 349.",1925
17937,38296,Nils Bonde,"Född:1685-01-19 – Stockholms stad, Stockholms län","Död:1760-04-24 – Stockholms stad, Stockholms län","Band 05 (1925), sida 377.",1925
17941,34952,Tord Karlsson Bonde,,Död:1456,"Band 05 (1925), sida 322.",1925
17944,30634,Tord Röriksson Bonde,,Död:1417-03-21 – (troligen i Karelen på Viborgs slott),"Band 05 (1925), sida 315.",1925
17947,51187,August L Bondeson,"Född:1854-02-02 – Vessige församling, Hallands län","Död:1906-09-23 – Göteborgs stad, Västra Götalands län","Band 05 (1925), sida 413.",1925
17948,23480,Per Bondesson,"Född:1843-12-10 – Svalövs församling, Skåne län","Död:1921-08-01 – Malmö stad, Skåne län","Band 05 (1925), sida 418.",1925
17949,35176,Gustaf Boneauschiöld,Född:1683-01-25,"Död:1754-11-22 – Stockholms stad, Stockholms län","Band 05 (1925), sida 420.",1925
17950,24151,O Jakob Bonggren,"Född:1854-10-07 – Håbols församling, Älvsborgs län (på Bergane)","Död:1940 – USA, Amerikas Förenta Stater (i Kalifornien)","Band 05 (1925), sida 423.",1925
17952,23652,"Bonnier, släkt",,,"Band 05 (1925), sida 425.",1925
17953,30418,Adolf Bonnier,Född:1806-05-03 – Danmark (i Köpenhamn),"Död:1867-03-31 – Stockholms stad, Stockholms län","Band 05 (1925), sida 427.",1925
17954,60058,Albert Bonnier,Född:1820-10-21 – Danmark (i Köpenhamn),"Död:1900-07-26 – Stockholms stad, Stockholms län","Band 05 (1925), sida 429.",1925
17956,26426,Eva F Bonnier,"Född:1857-11-17 – Stockholms stad, Stockholms län",Död:1909-01-13,"Band 05 (1925), sida 436.",1925
17961,16372,"Bonsdorff, släkt",,,"Band 05 (1925), sida 438.",1925
17962,37787,Gabriel Bonsdorff (von),Född:1762-11-06 – Finland (i Borgå),Död:1831-11-22 – Finland (i Åbo),"Band 05 (1925), sida 439.",1925
17963,38866,Jacob Bonsdorff,Född:1763-09-03 – Finland (i Borgå),Död:1831-03-13 – Finland (i Åbo),"Band 05 (1925), sida 442.",1925
17964,34269,Johan Bonsdorff,Född:1772-04-01 – Finland (i Borgå),Död:1840-07-08 – Finland (i Kakskerta),"Band 05 (1925), sida 446.",1925
17965,35374,"Johan (Jan) Boom, van",Född:1807-09-15 – Nederländerna (i Utrecht),"Död:1872-03-19 – Stockholms stad, Stockholms län","Band 05 (1925), sida 449.",1925
17966,36679,Gregorius Laurentii Borastus,"Född: – Norrköpings Sankt Olai församling, Östergötlands län",Död:tidigast 1656,"Band 05 (1925), sida 452.",1925
17967,19875,"Johan Bernhard Borck, von","Född:1821-07-17 – Karlskrona stadsförsamling, Blekinge län","Död:1855-04-12 – Lunds domkyrkoförsamling, Skåne län","Band 05 (1925), sida 455.",1925
17970,14575,"Borelius, släkt",,,"Band 05 (1925), sida 456.",1925
17971,22405,C O Gudmund Borelius,"Född:1889-04-18 – Falu Kristine församling, Dalarnas län","Död:1985-10-01 – Danderyds församling, Stockholms län","Band 05 (1925), sida 471.",1925
