skblid,wid,publishedDate,article_author_firstname,article_author_lastname,subtitle_sv,subtitle_eng,name_lastname,name_firstname
SigneBotildaBossonAlin,Q96754657,2020-06-26,Kerstin,Rydbeck,"Lärare, rektor, KFUK:s förbundssekreterare","Teacher, school principal, secretary of the Swedish YWCA",Bosson-Alin,/Signe/ Botilda
AnnaKaijser,Q96759189,2020-05-28,Eva,Kaijser,"Läkare, pionjär",Pioneering doctor,Kaijser,/Anna/ Charlotta Helena
AnnaKatharinaEkberg,Q96792454,2020-05-18,Elisabeth,Gålmark,"Poet, djurrättsaktivist","Poet, animal rights activist",Ekberg,/Anna/ Katharina
AnnaSvantesdotterSture,Q96868353,2020-03-02,Maria,Sjöberg,"Grevinna, sist av Stureätten","Countess, last of the Sture family",Svantesdotter (Sture),/Anna/ Margareta
AntaRyman,Q96869306,2020-03-02,Gunilla,Hallset,"Gymnastikdirektör, danslärare, introducerade Hoover-tekniken i Sverige","Gymnastics instructor, dance teacher, introduced the Hoover technique in Sweden",Ryman,Anna Brita Andersdotter (/Anta/)
AstaSveaMatildaOstenius,Q96869603,2020-03-20,Maria,Sjöberg,"Provkökschef, kokboksförfattare, folkbildare","Test kitchen manager, author of cookery books, disseminator of popular education",Östenius,/Asta/ Svea Matilda
EvaLauraKatarinaBlomberg,Q96970473,2020-05-04,Göran,Karlsson,"Musiker, konsertarrangör, bokhandlare","Musician, concert organizer, bookseller",Blomberg,/Eva/ Laura Katarina
MagdaBoalt,Q96970535,2020-03-02,Ulla,Åshede,Dockmakare,Creator of artisan dolls,Boalt,/Magda/ Maria
SonjaFredgardh,Q97013129,2020-04-16,Birgitta,Ney,"Journalist, politiker, bilkårist","Journalist, politician, member of the Swedish Central Federation of Women&apos;s Motor Transport Corps",Fredgardh,Karin Ingegerd /Sonja/
LovisaEkenmark,Q97446849,2020-03-02,Ulla,Åshede,"Textilkonstnär, vävare, författare","Textile artist, weaver, author",Ekenmark,/Lovisa/ Maria
BarbroHeleneBolonassos,Q98113598,2020-03-02,Lena,Lundgren,Bibliotekarie,Librarian,Bolonassos,/Barbro/ Helene
CeciliaBengtsdotter0,Q98150229,2020-06-22,Karin,Sennefelt,"Religiös förkunnare, profet","Preacher, prophet",Bengtsdotter,/Cecilia/
MajvorSnare0,Q98442680,2020-04-03,Kristina,Lundgren,"Journalist, pionjär",Pioneering journalist,Snare,/Majvor/
HennyFredrikaTegstrom,Q98456246,2020-03-02,Karin,Tjernström,Fotograf,Photographer,Tegström,/Henny/ Fredrika
IdaKarolinaTelland,Q98456269,2020-05-18,Göran,Karlsson,"Fotograf, donator","Photographer, donor",Telland,/Ida/ Karolina
SigridUlrikaUllaWeebe,Q98456347,2020-03-02,Linus,Karlsson,"Prästfru, humanitetsförkämpe","Clergyman's wife, humanitarian",Weebe,Sigrid Ulrika (/Ulla/)
AugustaWastfelt,Q98456385,2020-03-18,Fia,Sundevall,"Författare, civilförsvarskvinna, rösträttsmotståndare","Author, civil defence proponent, anti-suffrage activist",Wästfelt,/Augusta/ Charlotta Sofia
CeliaAdler,Q98528623,2020-03-24,Emilie,Cederquist,"Nykterhetskämpe, restauratör, politiker","Temperance activist, restaurant-keeper, politician",Adler,Cecilia (/Celia/) Beata
FridaPallin,Q98528656,2020-06-22,Kerstin,Rydbeck,"Lärare, skolföreståndare","Teacher, school principal",Pallin,/Frida/ Fredrika Josefina
GertrudSaraFridh,Q433799,2020-05-25,Per-Olov,Qvist,Skådespelare,Actor,Fridh,/Gertrud/ Sara
UllaElisabetTrenter,Q434219,2020-07-03,Bibbi,Wopenka,"Deckarförfattare, översättare","Crime writer, translator",Trenter,/Ulla/ Elisabet
KabiLaretei,Q438786,2020-04-29,Marie-Louise,Rodén,"Konsertpianist, författare","Concert pianist, author",Laretei,/Käbi/ Alma
JennyHasselquist,Q496081,2020-06-03,Eva Helen,Ulvros,"Balettdansare, balettpedagog, skådespelare","Ballet-dancer, ballet-teacher, actor",Hasselquist,/Jenny/ Matilda Elisabet
SophiaIsberg,Q530565,2020-05-20,Ulla,Åshede,Träsnidare,Wood-carver,Isberg,Helena /Sophia/
AstridMariaMaryJohnson,Q534569,2020-06-08,Per-Olov,Qvist,Skådespelare,Actor,Johnson,Astrid Maria (/Mary/)
OlgaMilles,Q1727816,2020-03-18,Lars,Hansson,Porträttkonstnär,Portrait painter,Milles,/Olga/ Louise
ElsaMariannevonRosen,Q3051704,2020-06-12,Eva Helen,Ulvros,"Balettdansare, koreograf, balettchef","Ballet-dancer, choreographer, ballet-master",von Rosen,/Elsa Marianne/
BirgittaValberg,Q4347097,2020-03-23,Sara,Granath,Skådespelare,Actor,Valberg,/Birgitta/
JohannaHard,Q4504882,2020-05-22,Birgitta,Tingdal,Sjöröverianklagad,Accused of piracy,Hård,/Johanna/
ClaraAuroraLiljenroth,Q4822566,2020-04-22,Kekke,Stadin,Tidig kvinnlig gymnasist,Pioneering female upper secondary school pupil,Liljenroth,Clara /Aurora/
BettyLinderoth,Q4898894,2020-06-03,Ulla,Åshede,"Urmakare, pionjär","Watchmaker, pioneer",Linderoth,Aurea Beata /Betty/
ValborgFranchi,Q4948674,2020-06-01,Eva Helen,Ulvros,"Balettdansare, balettpedagog, koreograf","Ballet-dancer, ballet-teacher, choreographer",Franchi,/Valborg/ Elisabeth
BeatriceGlase,Q4950213,2020-04-20,Kristina,Lundgren,"Journalist, kvinnosakskvinna","Journalist, proponent of women&apos;s issues",Glase,/Béatrice/ Alice
EllenHelgaLouiseHagen,Q4951933,2020-05-27,Emilie,Cederquist,"Kvinnosakskvinna, författare, politiker","Proponent of women&apos;s issues, author, politician",Hagen,/Ellen/ Helga Louise
HannaHammarstrom,Q4952412,2020-03-27,Eva,Kåberger,"Fabrikör, entreprenör","Manufacturer, entrepreneur",Hammarström,Johanna (/Hanna/)
EllaBerthaAmaliaHeckscher,Q4953065,2020-07-03,Michael,Lundholm,"Släktforskare, föreläsare, pionjär","Genealogist, lecturer, pioneer",Heckscher,/Ella/ Bertha Amalia
ElliHemberg,Q4953537,2020-06-08,Stefan,Hammenbeck,"Konstnär, skulptör","Artist, sculptor",Hemberg,Elin Elisabeth (/Elli/)
HelenaMariaHenschen,Q4953656,2020-05-18,Kajsa,Ohrlander,"Textilkonstnär, formgivare, författare","Textile artist, designer, author",Henschen,/Helena/ Maria
MalinHolmstromIngers,Q4954648,2020-05-06,Kerstin,Rydbeck,"Folkhögskolelärare, musikpedagog, tonsättare","Folk high school-teacher, music teacher, composer",Holmström-Ingers,Hedvig Amalia (/Malin/) Christina
MarieLouiseIdestamBlomberg,Q4955558,2020-05-25,Ulla,Åshede,"Skulptör, grafiker","Sculptor, graphic artist",Idestam-Blomberg,/Marie Louise/
AstridMargaretaKristensson,Q4959880,2020-04-07,Inga,Berggren,"Jurist, politiker, landshövding","Lawyer, politician, county governor",Kristensson,/Astrid/ Margareta
SigridKruse,Q4960021,2020-04-27,Birgitta,Ney,"Lärare, skribent, rösträttsaktivist","Teacher, writer, suffragette",Kruse,/Sigrid/ Maria
HedvigGustavaAvaLagercrantz,Q4960509,2020-05-07,Katarina,Olsson,"Konstnär, porträttmålare",Portrait artist,Lagercrantz,Hedvig Gustava (/Ava/)
MathildaLanglet,Q4960837,2020-03-23,Gunnel,Furuland,"Författare, översättare","Author, translator",Langlet,Clara /Mathilda/ Ulrika Clementine
NinaLanglet,Q4960840,2020-05-06,Belinda,Jones Alaton,"Musiker, språklärare, filantrop","Musician, language teacher, philanthropist",Langlet,/Nina/ Nikolajevna
MarthaLarsson0,Q4961132,2020-04-22,Cecilia,Rosengren,"Journalist, poet, Sveriges första kvinnliga utrikeskorrespondent","Journalist, poet, first female foreign correspondent",Larsson,/Martha/
CharlotteLindmark,Q4962858,2020-06-22,Eva Helen,Ulvros,"Dansare, skådespelare","Dancer, actor",Lindmark,Anna Charlotta (/Charlotte/)
IdunLoven,Q4963710,2020-06-23,Stefan,Hammenbeck,"Konstnär, lärare, skolföreståndare","Artist, teacher, school leader",Lovén,Siri Ingrid /Idun/
MargaretaJohansdotter0,Q4965637,2020-04-27,Karin,Sennefelt,"Religiös förkunnare, profet","Preacher, prophet",Johansdotter,/Margareta/
KaisaBritaMelanton,Q4966926,2020-06-26,Linda,Fagerström,"Textilkonstnär, lärare, konstnärlig ledare","Textile artist, teacher, art director",Melanton,/Kaisa/ Brita
SiriLisenMeyer,Q4967144,2020-04-15,Birgitta,Flensburg,Konstnär,Artist,Meyer,/Siri/ Lisen
GretaMolander,Q4967827,2020-05-29,Lena,Bomler,"Rallyförare, reseskildrare, författare","Rally-drive, travelogue writer, author",Molander,/Greta/ Gunhild Lovisa
UllaMurman,Q4968434,2020-05-29,Anders,Johnson,"Entreprenör, företagsledare","Entrepreneur, business executive",Murman,Karin Ulla-Britt (/Ulla/)
BrittIngaMarieNilsson,Q4969627,2020-05-18,Birgitta,Castor,"Läkare, professor, koagulationsforskare","Doctor, professor, coagulation researcher",Nilsson,Britt /Inga Marie/
RagnhildLailaLillemorOhlgren,Q4970827,2020-06-17,Anders,Johnson,"Ingenjör, teletekniker","Engineer, telecommunications technician",Ohlgren,Ragnhild /Laila/ Lillemor
MarthaOhlson,Q4970838,2020-03-23,Emilie,Cederquist,"Pianist, pianopedagog, radiopionjär","Pianist, piano teacher, radio pioneer",Ohlson,/Märtha/ Laura Margareta
EwyMatildaPalm,Q4971728,2020-06-08,Birgitta,Ney,"Konstnär, lärare, feministisk aktivist","Artist, teacher, feminist activist",Palm,/Ewy/ Matilda
GunillaPonten,Q4973237,2020-05-13,Emma,Severinsson,"Modeskapare, skådespelare, fotomodell","Fashion designer, actor, model",Pontén,Ellen /Gunilla/ Margareta
LouisePyk,Q4973666,2020-08-11,Louise,Lindblom,Operasångare,Opera singer,Pyk,/Louise/
HannahRyggen,Q4976177,2020-06-15,Linda,Fagerström,Textilkonstnär,Textile artist,Ryggen,/Hannah/ Josefina Maria
MariaSchildknecht,Q4977385,2020-05-28,Carl-Gunnar,Åhlen,"Skådespelare, skolgrundare","Actor, school founder",Schildknecht,/Maria/
HjordisGunborgSchymberg,Q4977710,2020-03-20,Jan,Hammarlund,"Hovsångare, sångpedagog","Court singer, singing-teacher",Schymberg,/Hjördis/ Gunborg
LisaSteier,Q4980182,2020-06-08,Eva Helen,Ulvros,"Balettdansare, koreograf, balettchef","Ballet-dancer, choreographer, ballet-master",Steier,Anna Elisabeth (/Lisa/)
GabyStenberg,Q4980247,2020-05-29,Per-Olov,Qvist,Skådespelare,Actor,Stenberg,Ida Gabriella (/Gaby/)
LisetteStenberg,Q4980255,2020-04-15,Marie,Steinrud,"Skådespelare, sångare, pianist","Actor, singer, pianist",Stenberg,Maria Elisabeth (/Lisette/)
FredrikaStenhammar,Q4980313,2020-05-14,Eva,Öhrström,Operasångare,Opera singer,Stenhammar,/Fredrika/
KarinSwanstrom,Q4981607,2020-04-24,Jennifer,Vintkvist,"Skådespelare, teaterdirektör, pionjär som kvinnlig regissör och filmproducent","Actor, theatre manager, pioneering female movie director and producer",Swanström,/Karin/ Sofia
HildaThegerstrom,Q4982446,2020-03-23,Carl-Gunnar,Åhlen,"Pianist, pianopedagog, tonsättare","Pianist, piano teacher, composer",Thegerström,/Hilda/ Aurora
EllenAnnaMariaAnnikaTretow,Q4983324,2020-05-29,Per-Olov,Qvist,Skådespelare,Actor,Tretow,Ellen Anna Maria (/Annika/)
AnnaBirgittaTullberg,Q4983587,2020-07-07,Christer,Wiklund,"Professor, forskare, evolutionär ekolog","Professor, researcher, evolutionary ecologist",Tullberg,Anna /Birgitta/
EmiliaEmilieMariaSaraSofiaUggla,Q4983877,2020-07-03,Emelie,Uggla Waldenström,"Pianist, sångare","Pianist, singer",Uggla,Emilia (/Emilie/)  Maria Sara Sofia
IngaBodilVetterlund,Q4984525,2020-05-29,Per-Olov,Qvist,Skådespelare,Actor,Vetterlund,/Inga-Bodil/ Isabella
AuroraAmaliaEiraMariaHellberg,Q4988696,2020-04-15,Birgitta,Ney,"Journalist, översättare, författare","Journalist, translator, author",Hellberg,Aurora Amalia /Eira/ Maria
JuliaHakansson,Q4988780,2020-05-08,Ulla-Britta,Lagerroth,"Skådespelare, teaterledare","Actor, theatre manager",Håkansson,/Julia/ Matilda
FannyAmaliaWesterdahl,Q4990365,2020-08-10,Carl-Gunnar,Åhlen,"Skådespelare, operasångare","Actor, opera singer",Westerdahl,/Fanny/ Amalia
MarianneZetterstrom0,Q4990924,2020-04-02,Birgitta,Ney,"Kåsör, författare","Columnist, author",Zetterström,/Marianne/
KarenMargreteMariaLuluZiegler,Q4990942,2020-05-15,Kalle,Lind,"Sångare, regissör, antinazist","Singer, director, anti-Nazi",Ziegler,Karen Margrete Maria (/Lulu/)
GerdaJohanneHellandGrepp,Q5550482,2020-06-02,Michaela,Malmberg,"Journalist, antifascist, feminist","Journalist, anti-fascist, feminist",Grepp,/Gerda/ Johanne Helland
ElsaKarolinaSvenssonSanfridsson,Q10481951,2020-06-16,Folke,Brink,Friidrottare,Athlete,Svensson-Sanfridsson,/Elsa/ Karolina
ElsaBritaMarcussen,Q11967234,2020-06-24,Margareta,Rönnberg,"Journalist, filmkritiker","Journalist, film critic",Marcussen,/Elsa Brita/
ThoraAlfhildaEvelinaWigardh,Q15734554,2020-05-11,Thomas,Gütebier,"Läkare, pionjär, kvinnosakskvinna","Pioneering female doctor, proponent of women&apos;s issues",Wigardh,/Thora/ Alfhilda Evelina
UllaBirgittaEsonBodin,Q16594749,2020-04-24,Christina,Dackling,"Textilkonstnär, formgivare, professor","Textile artist, designer, professor",Eson Bodin,/Ulla/ Birgitta
EdithLindblom,Q16595632,2020-04-14,Bodil,Hasselgren,Fackföreningsledare,Trade union leader,Lindblom,/Edith/ Maria
ReginaOttoniePallin,Q16596050,2020-06-22,Kerstin,Rydbeck,"Lärare, biträdande skolföreståndare","Teacher, assistant school principal",Pallin,/Regina/ Ottonie
EmmaSchenson,Q16596302,2020-03-23,Leif,Wigh,"Fotograf, pionjär, konstnär","Pioneering photographer, artist",Schenson,/Emma/ Sophia Perpetua
KarinStolpe,Q18246118,2020-05-26,Alva,Dahl,Översättare,Translator,Stolpe,/Karin/ Maria
CeciliaUlfsdotter0,Q19842241,2020-03-02,Charlotte,Cederbom,"Frälsekvinna, donator, omnämnd i Birgittalegenden","Noblewoman, donor, mentioned in the Birgittine legend",Ulfsdotter,/Cecilia/
SigneSohlman0,Q20156197,2020-05-11,Thomas,Gütebier,"Textilkonstnär, konstnär, illustratör","Textile artist, artist, illustrator",Sohlman,/Signe/
HildaFredrikaHeyman,Q21289106,2020-05-22,Ulla,Åshede,Konstnär,Artist,Heyman,/Hilda/ Fredrika
SophiaChristinaLilliestierna0,Q22337620,2020-04-20,Kekke,Stadin,Bruksägare,Ironworks proprietor,Lilliestierna,/Sophia Christina/
TeresiaThereseKamph,Q22337760,2020-06-24,Kerstin,Rydbeck,"Lärare, skolföreståndare, kvinnosakskvinna","Teacher, school principal, proponent of women&apos;s issues",Kamph,Teresia (/Therese/)
UllaFogelklouSkogh,Q23988496,2020-07-01,Jonas,Barros Eriksson,"Silversmed, formgivare","Silversmith, designer",Fogelklou-Skogh,/Ulla/
EliseSahlqvist,Q23989020,2020-04-03,Linus,Karlsson,"Företagare, hattfabrikör","Businesswoman, manufacturer of hats",Sahlqvist,Laura Elisabet (/Elise/)
HilleviStenhammar,Q24681005,2020-03-19,Lars,Hansson,"Vissångare, revyartist","Balladsinger, revue artist",Stenhammar,/Hillevi/
KristinaStinaLovisaSwartling,Q24681445,2020-04-02,Inger,Olausson,"Trädgårdsskoleföreståndare, skribent","Principal of a gardening school, writer",Swartling,Christina (/Stina/) Lovisa
GerdaHoglund0,Q25929814,2020-06-20,Emilie,Cederquist,"Konstnär, kyrkomålare","Artist, church painter",Höglund,/Gerda/
FridaElisabethPalmer,Q25933195,2020-03-18,Anders,Nyholm,"Astronom, filosofie doktor i astronomi, lektor","Astronomer, pioneering female Ph.D. in astronomy, lecturer",Palmér,/Frida/ Elisabeth
BrittIngridMargaretaLundbohmReutersvard,Q28025703,2020-03-26,Kristoffer,Arvidsson,"Konstnär, tecknare, pionjär inom spontanismen","Artist, drawer, pioneering action painter",Lundbohm-Reutersvärd,/Britt/ Ingrid Margareta
AnnaThulin,Q28357357,2020-07-01,Jonas,Barros Eriksson,"Formgivare, illustratör, teckningslärare","Designer, illustrator, drawing teacher",Thulin,/Anna/ Vava Emilia
KarinKajsMariaTidholm,Q31685332,2020-04-03,Kristina,Lundgren,"Journalist, fackligt engagerad","Journalist, trade unionist",Tidholm,Karin (/Kajs/) Maria
BarbroHjalmarsson0,Q43550127,2020-04-27,Bodil,Hasselgren,"Sjuksköterska, vårdlärare, uppfinnare","Nurse, nursing teacher, inventor",Hjalmarsson,Hilda /Barbro/
AstridRagnarsdotterSohlmanNyblom,Q44005521,2020-08-17,Thomas,Gütebier,"Textilkonstnär, mönsterritare, heminredare","Textile artist, pattern designer, interior decorator",Sohlman-Nyblom,/Astrid/ Ragnarsdotter
MariaZoega,Q51031404,2020-06-11,Anja,Petersen,"Entreprenör, kaffehandlare","Entrepreneur, coffee trader",Zoéga,/Maria/
SaraHerwegh0,Q57339629,2020-04-20,Linus,Karlsson,"Företagare, järnexportör","Businesswoman, iron exporter",Herwegh,/Sara/
CorneliaHall0,Q57339639,2020-04-16,Linus,Karlsson,"Entreprenör, järnexportör","Entrepreneur, exporter of iron",Hall,/Cornelia/
LauraAdolfinaFahrus,Q58070479,2020-05-03,Birgit,Karlsson,Filantrop,Philanthropist,Fåhræus,/Laura/ Adolfina
MajGertrudKullenberg,Q60061820,2020-04-27,Birgit,Karlsson,"Socionom, filantrop, samhällsdebattör","Social worker, philanthropist, polemicist",Kullenberg,/Maj/ Gertrud
GretaIreneSegerson,Q61767087,2020-03-19,Lars,Hansson,"Kommunist, politisk kurir, kontorist","Communist, political courier, office clerk",Segerson,/Greta/ Irene
EbbaHultqvist,Q64698144,2020-05-11,Katarina,Olsson,"Lärare, rösträttskvinna, donator","Teacher, suffragette, donor",Hultqvist,/Ebba/ Karolina Regina
SigneGustafsson,Q66459459,2020-05-19,Wictor,Johansson,"Musiker, dragspelare","Musician, accordionist",Gustafsson,/Signe/ Maria
MazahrMakatemele,Q73956245,2020-05-07,Rikke Lie,Halberg,"Barnflicka, pionjär, en av de första afrosvenska kvinnorna","Nursemaid, pioneer, one of the first African-Swedish women",Makatemele,/Mazahr/
CillufOlsson0,Q77935947,2020-04-27,Birgitta,Calagos,"Vävare, aktiv inom hemslöjdsrörelsen","Weaver, active within the handicrafts movement",Olsson,/Cilluf/
EmmaMargaretaIsabellavonKonow,Q94765106,2020-03-02,Kristina,Lundgren,"Journalist, författare, kvinnosakskvinna","Journalist, author, promoter of women's issues",von Konow,Emma /Margareta/ Isabella
LycheSophiaFriis0,Q97390713,2020-03-02,Fredrik,Tersmeden,Flerspråkig poet,Polyglot poet,Friis,/Lyche Sophia/
HenrikaCharlottaTornberg,Q97391422,2020-06-16,Linnea,Åshede,"Skrivbiträde, första kvinnliga tjänstemannen vid Lunds universitetsbibliotek","Clerk, first female civil servant at Lund University library",Tornberg,/Henrika/ Charlotta
AurorePihl,Q98087736,2020-03-02,Johan,Perwe,"Skolgrundare, rösträttskvinna","School founder, suffragette",Pihl,Aurora Maria (/Aurore/)
EsterElviraNilsson,Q98538521,2020-05-08,Gunnel,Atlestam,Konstnär,Artist,Nilsson,/Ester/ Elvira
HedvigGustafvaHolmstrom,Q98555854,2020-04-28,Kerstin,Rydbeck,Folkhögskolepionjär,Pioneer of women&apos;s folk high school-education,Holmström,/Hedvig/ Gustafva
EsterNilsson,Q98594790,2020-03-02,Kristina,Lundgren,"Journalist, Sveriges första specialiserade lantbruksreporter","Journalist, first agricultural reporter in Sweden",Nilsson,/Ester/ Kristina
RutHolm,Q4954469,2020-05-06,Jennifer,Vintkvist,"Skådespelare, filmstjärna, sångare","Actor, movie star, singer",Holm,/Rut/ Ingeborg
MartaLindqvist,Q4962906,2020-08-27,Birgitta,Ney,"Journalist, översättare, författare","Journalist, translator, author",Lindqvist,/Märta/
LouiseMichaeli,Q4967178,2020-08-27,Dan,Olsson,Operasångare,Opera singer,Michaëli,Lovisa (/Louise/) Charlotta Helena
HildaAugustaTonning,Q4989911,2020-08-29,Jane,Betts,"Rösträttskvinna, lärare","Suffragette, teacher",Tonning,Hilda /Augusta/
IngaAberg,Q4990991,2020-05-20,Carl-Gunnar,Åhlen,"Operasångare, skådespelare","Opera singer, actor",Åberg,Ingeborg (/Inga/) Elisabeth
BritaAkerman0,Q4991044,2020-04-22,Kristina,Lundgren,"Konsumentupplysningspionjär, forskare, opinionsbildare","Pioneering consumer guidence researcher, infleuncer of popular opinion",Åkerman,/Brita/
JohannaJeannaElisabethAkerman,Q4991045,2020-04-15,Dan,Olsson,"Sångare, pianist, musikalisk organisatör","Singer, pianist, musical organizer",Åkerman,Johanna (/Jeanna/) Elisabeth
LydiaHedberg,Q6707632,2020-05-18,Göran,Karlsson,"Vissångare, sångförfattare","Ballad-singer, lyricist",Hedberg,Anna /Lydia/
IdaAmaliavonPlomgren,Q23989215,2020-08-29,Camilla,Bergvall,"Fäktare, kvinnosakskvinna, skribent","Fencer, proponent of women&apos;s issues, writer",von Plomgren,/Ida/ Amalia
EsterGill,Q25929722,2020-08-29,Lena Adamina,Waldau,"Konstnär, serietecknare","Artist, cartoonist",Gill,/Ester/ Johanna
SigridSynnergren,Q42304357,2020-08-30,Marie,Andersson,"Textilkonstnär, kyrkokonstnär, rektor","Textile artist, church artist, school principal",Synnergren,/Sigrid/ Birgitta
AsaHolmsen,Q55178452,2020-08-31,Madeleine,Kleberg,"TV-producent, regissör","TV producer, director",Holmsen,/Åsa/ Margareta
AnnaAfelt,Q97391335,2020-06-30,Agnes,Hamberger,"Folkskollärare, pionjär",Pioneering elementary-school teacher,Åfelt,/Anna/
MarnaNilsdotter,Q97391439,2020-03-02,Bo S,Lindberg,"Läkekvinna, kallad Kokvinnan","Healer, known as Kokvinnan (the Cow woman)",Nilsdotter,/Marna/
BengtaEskilsson,Q97483170,2020-08-29,Birgitta,Calagos,"Textilkonstnär, vävlärare","Textile artist, weaving teacher",Eskilsson,/Bengta/
