,item,itemLabel,NobelAPI,id,name_en,name_se,link,gender,awardYear,category,sameas,WD_Nobel,linkjson,linkhtml,wd
158,http://www.wikidata.org/entity/Q70554,Hermann Emil Fischer,161,161,Emil Fischer,Emil Fischer,https://api.nobelprize.org/2/laureate/161,male,1902,Chemistry,"['https://www.wikidata.org/wiki/Q70554', 'https://en.wikipedia.org/wiki/Hermann_Emil_Fischer']",both,<a href='https://api.nobelprize.org/v1/laureate.json?id=161'>json</a>,<a href='https://www.nobelprize.org/laureate/161'>html</a>,<a href='http://www.wikidata.org/entity/Q70554'>Wikidata</a>
159,http://www.wikidata.org/entity/Q80956,Svante August Arrhenius,162,162,Svante Arrhenius,Svante Arrhenius,https://api.nobelprize.org/2/laureate/162,male,1903,Chemistry,"['https://www.wikidata.org/wiki/Q80956', 'https://en.wikipedia.org/wiki/Svante_Arrhenius']",both,<a href='https://api.nobelprize.org/v1/laureate.json?id=162'>json</a>,<a href='https://www.nobelprize.org/laureate/162'>html</a>,<a href='http://www.wikidata.org/entity/Q80956'>Wikidata</a>
160,http://www.wikidata.org/entity/Q950726,William Ramsay,163,163,Sir William Ramsay,Sir William Ramsay,https://api.nobelprize.org/2/laureate/163,male,1904,Chemistry,"['https://www.wikidata.org/wiki/Q950726', 'https://en.wikipedia.org/wiki/William_Ramsay']",both,<a href='https://api.nobelprize.org/v1/laureate.json?id=163'>json</a>,<a href='https://www.nobelprize.org/laureate/163'>html</a>,<a href='http://www.wikidata.org/entity/Q950726'>Wikidata</a>
161,http://www.wikidata.org/entity/Q57078,Adolf von Baeyer,164,164,Adolf von Baeyer,Adolf von Baeyer,https://api.nobelprize.org/2/laureate/164,male,1905,Chemistry,"['https://www.wikidata.org/wiki/Q57078', 'https://en.wikipedia.org/wiki/Adolf_von_Baeyer']",both,<a href='https://api.nobelprize.org/v1/laureate.json?id=164'>json</a>,<a href='https://www.nobelprize.org/laureate/164'>html</a>,<a href='http://www.wikidata.org/entity/Q57078'>Wikidata</a>
162,http://www.wikidata.org/entity/Q102804,Henri Moissan,165,165,Henri Moissan,Henri Moissan,https://api.nobelprize.org/2/laureate/165,male,1906,Chemistry,"['https://www.wikidata.org/wiki/Q102804', 'https://en.wikipedia.org/wiki/Henri_Moissan']",both,<a href='https://api.nobelprize.org/v1/laureate.json?id=165'>json</a>,<a href='https://www.nobelprize.org/laureate/165'>html</a>,<a href='http://www.wikidata.org/entity/Q102804'>Wikidata</a>
163,http://www.wikidata.org/entity/Q43917,Eduard Buchner,166,166,Eduard Buchner,Eduard Buchner,https://api.nobelprize.org/2/laureate/166,male,1907,Chemistry,"['https://www.wikidata.org/wiki/Q43917', 'https://en.wikipedia.org/wiki/Eduard_Buchner']",both,<a href='https://api.nobelprize.org/v1/laureate.json?id=166'>json</a>,<a href='https://www.nobelprize.org/laureate/166'>html</a>,<a href='http://www.wikidata.org/entity/Q43917'>Wikidata</a>
164,http://www.wikidata.org/entity/Q9123,Ernest Rutherford,167,167,Ernest Rutherford,Ernest Rutherford,https://api.nobelprize.org/2/laureate/167,male,1908,Chemistry,"['https://www.wikidata.org/wiki/Q9123', 'https://en.wikipedia.org/wiki/Ernest_Rutherford']",both,<a href='https://api.nobelprize.org/v1/laureate.json?id=167'>json</a>,<a href='https://www.nobelprize.org/laureate/167'>html</a>,<a href='http://www.wikidata.org/entity/Q9123'>Wikidata</a>
165,http://www.wikidata.org/entity/Q12658,Wilhelm Ostwald,168,168,Wilhelm Ostwald,Wilhelm Ostwald,https://api.nobelprize.org/2/laureate/168,male,1909,Chemistry,"['https://www.wikidata.org/wiki/Q12658', 'https://en.wikipedia.org/wiki/Wilhelm_Ostwald']",both,<a href='https://api.nobelprize.org/v1/laureate.json?id=168'>json</a>,<a href='https://www.nobelprize.org/laureate/168'>html</a>,<a href='http://www.wikidata.org/entity/Q12658'>Wikidata</a>
166,http://www.wikidata.org/entity/Q57127,Otto Wallach,169,169,Otto Wallach,Otto Wallach,https://api.nobelprize.org/2/laureate/169,male,1910,Chemistry,"['https://www.wikidata.org/wiki/Q57127', 'https://en.wikipedia.org/wiki/Otto_Wallach']",both,<a href='https://api.nobelprize.org/v1/laureate.json?id=169'>json</a>,<a href='https://www.nobelprize.org/laureate/169'>html</a>,<a href='http://www.wikidata.org/entity/Q57127'>Wikidata</a>
167,http://www.wikidata.org/entity/Q104582,Victor Grignard,172,172,Victor Grignard,Victor Grignard,https://api.nobelprize.org/2/laureate/172,male,1912,Chemistry,"['https://www.wikidata.org/wiki/Q104582', 'https://en.wikipedia.org/wiki/Victor_Grignard']",both,<a href='https://api.nobelprize.org/v1/laureate.json?id=172'>json</a>,<a href='https://www.nobelprize.org/laureate/172'>html</a>,<a href='http://www.wikidata.org/entity/Q104582'>Wikidata</a>
168,http://www.wikidata.org/entity/Q104575,Paul Sabatier,173,173,Paul Sabatier,Paul Sabatier,https://api.nobelprize.org/2/laureate/173,male,1912,Chemistry,"['https://www.wikidata.org/wiki/Q104575', 'https://en.wikipedia.org/wiki/Paul_Sabatier_(chemist)']",both,<a href='https://api.nobelprize.org/v1/laureate.json?id=173'>json</a>,<a href='https://www.nobelprize.org/laureate/173'>html</a>,<a href='http://www.wikidata.org/entity/Q104575'>Wikidata</a>
169,http://www.wikidata.org/entity/Q123014,Alfred Werner,174,174,Alfred Werner,Alfred Werner,https://api.nobelprize.org/2/laureate/174,male,1913,Chemistry,"['https://www.wikidata.org/wiki/Q123014', 'https://en.wikipedia.org/wiki/Alfred_Werner']",both,<a href='https://api.nobelprize.org/v1/laureate.json?id=174'>json</a>,<a href='https://www.nobelprize.org/laureate/174'>html</a>,<a href='http://www.wikidata.org/entity/Q123014'>Wikidata</a>
170,http://www.wikidata.org/entity/Q189465,Theodore William Richards,175,175,Theodore W. Richards,Theodore W. Richards,https://api.nobelprize.org/2/laureate/175,male,1914,Chemistry,"['https://www.wikidata.org/wiki/Q189465', 'https://en.wikipedia.org/wiki/Theodore_William_Richards']",both,<a href='https://api.nobelprize.org/v1/laureate.json?id=175'>json</a>,<a href='https://www.nobelprize.org/laureate/175'>html</a>,<a href='http://www.wikidata.org/entity/Q189465'>Wikidata</a>
171,http://www.wikidata.org/entity/Q77072,Richard Willstätter,176,176,Richard Willstätter,Richard Willstätter,https://api.nobelprize.org/2/laureate/176,male,1915,Chemistry,"['https://www.wikidata.org/wiki/Q77072', 'https://en.wikipedia.org/wiki/Richard_Willstätter']",both,<a href='https://api.nobelprize.org/v1/laureate.json?id=176'>json</a>,<a href='https://www.nobelprize.org/laureate/176'>html</a>,<a href='http://www.wikidata.org/entity/Q77072'>Wikidata</a>
172,http://www.wikidata.org/entity/Q57075,Fritz Haber,177,177,Fritz Haber,Fritz Haber,https://api.nobelprize.org/2/laureate/177,male,1918,Chemistry,"['https://www.wikidata.org/wiki/Q57075', 'https://en.wikipedia.org/wiki/Fritz_Haber']",both,<a href='https://api.nobelprize.org/v1/laureate.json?id=177'>json</a>,<a href='https://www.nobelprize.org/laureate/177'>html</a>,<a href='http://www.wikidata.org/entity/Q57075'>Wikidata</a>
173,http://www.wikidata.org/entity/Q57125,Walther Hermann Nernst,178,178,Walther Nernst,Walther Nernst,https://api.nobelprize.org/2/laureate/178,male,1920,Chemistry,"['https://www.wikidata.org/wiki/Q57125', 'https://en.wikipedia.org/wiki/Walther_Nernst']",both,<a href='https://api.nobelprize.org/v1/laureate.json?id=178'>json</a>,<a href='https://www.nobelprize.org/laureate/178'>html</a>,<a href='http://www.wikidata.org/entity/Q57125'>Wikidata</a>
174,http://www.wikidata.org/entity/Q102830,Frederick Soddy,179,179,Frederick Soddy,Frederick Soddy,https://api.nobelprize.org/2/laureate/179,male,1921,Chemistry,"['https://www.wikidata.org/wiki/Q102830', 'https://en.wikipedia.org/wiki/Frederick_Soddy']",both,<a href='https://api.nobelprize.org/v1/laureate.json?id=179'>json</a>,<a href='https://www.nobelprize.org/laureate/179'>html</a>,<a href='http://www.wikidata.org/entity/Q102830'>Wikidata</a>
175,http://www.wikidata.org/entity/Q102291,Francis William Aston,180,180,Francis W. Aston,Francis W. Aston,https://api.nobelprize.org/2/laureate/180,male,1922,Chemistry,"['https://www.wikidata.org/wiki/Q102291', 'https://en.wikipedia.org/wiki/Francis_William_Aston']",both,<a href='https://api.nobelprize.org/v1/laureate.json?id=180'>json</a>,<a href='https://www.nobelprize.org/laureate/180'>html</a>,<a href='http://www.wikidata.org/entity/Q102291'>Wikidata</a>
176,http://www.wikidata.org/entity/Q78482,Fritz Pregl,181,181,Fritz Pregl,Fritz Pregl,https://api.nobelprize.org/2/laureate/181,male,1923,Chemistry,"['https://www.wikidata.org/wiki/Q78482', 'https://en.wikipedia.org/wiki/Fritz_Pregl']",both,<a href='https://api.nobelprize.org/v1/laureate.json?id=181'>json</a>,<a href='https://www.nobelprize.org/laureate/181'>html</a>,<a href='http://www.wikidata.org/entity/Q78482'>Wikidata</a>
177,http://www.wikidata.org/entity/Q78481,Richard Adolf Zsigmondy,182,182,Richard Zsigmondy,Richard Zsigmondy,https://api.nobelprize.org/2/laureate/182,male,1925,Chemistry,"['https://www.wikidata.org/wiki/Q78481', 'https://en.wikipedia.org/wiki/Richard_Adolf_Zsigmondy']",both,<a href='https://api.nobelprize.org/v1/laureate.json?id=182'>json</a>,<a href='https://www.nobelprize.org/laureate/182'>html</a>,<a href='http://www.wikidata.org/entity/Q78481'>Wikidata</a>
178,http://www.wikidata.org/entity/Q186391,Theodor Svedberg,183,183,The Svedberg,The Svedberg,https://api.nobelprize.org/2/laureate/183,male,1926,Chemistry,"['https://www.wikidata.org/wiki/Q186391', 'https://en.wikipedia.org/wiki/Theodor_Svedberg']",both,<a href='https://api.nobelprize.org/v1/laureate.json?id=183'>json</a>,<a href='https://www.nobelprize.org/laureate/183'>html</a>,<a href='http://www.wikidata.org/entity/Q186391'>Wikidata</a>
179,http://www.wikidata.org/entity/Q76610,Heinrich Otto Wieland,184,184,Heinrich Wieland,Heinrich Wieland,https://api.nobelprize.org/2/laureate/184,male,1927,Chemistry,"['https://www.wikidata.org/wiki/Q76610', 'https://en.wikipedia.org/wiki/Heinrich_Otto_Wieland']",both,<a href='https://api.nobelprize.org/v1/laureate.json?id=184'>json</a>,<a href='https://www.nobelprize.org/laureate/184'>html</a>,<a href='http://www.wikidata.org/entity/Q76610'>Wikidata</a>
180,http://www.wikidata.org/entity/Q77142,Adolf Otto Reinhold Windaus,185,185,Adolf Windaus,Adolf Windaus,https://api.nobelprize.org/2/laureate/185,male,1928,Chemistry,"['https://www.wikidata.org/wiki/Q77142', 'https://en.wikipedia.org/wiki/Adolf_Otto_Reinhold_Windaus']",both,<a href='https://api.nobelprize.org/v1/laureate.json?id=185'>json</a>,<a href='https://www.nobelprize.org/laureate/185'>html</a>,<a href='http://www.wikidata.org/entity/Q77142'>Wikidata</a>
181,http://www.wikidata.org/entity/Q189803,Arthur Harden,186,186,Arthur Harden,Arthur Harden,https://api.nobelprize.org/2/laureate/186,male,1929,Chemistry,"['https://www.wikidata.org/wiki/Q189803', 'https://en.wikipedia.org/wiki/Arthur_Harden']",both,<a href='https://api.nobelprize.org/v1/laureate.json?id=186'>json</a>,<a href='https://www.nobelprize.org/laureate/186'>html</a>,<a href='http://www.wikidata.org/entity/Q189803'>Wikidata</a>
182,http://www.wikidata.org/entity/Q76613,Hans von Euler-Chelpin,187,187,Hans von Euler-Chelpin,Hans von Euler-Chelpin,https://api.nobelprize.org/2/laureate/187,male,1929,Chemistry,"['https://www.wikidata.org/wiki/Q76613', 'https://en.wikipedia.org/wiki/Hans_von_Euler-Chelpin']",both,<a href='https://api.nobelprize.org/v1/laureate.json?id=187'>json</a>,<a href='https://www.nobelprize.org/laureate/187'>html</a>,<a href='http://www.wikidata.org/entity/Q76613'>Wikidata</a>
183,http://www.wikidata.org/entity/Q76604,Hans Fischer,188,188,Hans Fischer,Hans Fischer,https://api.nobelprize.org/2/laureate/188,male,1930,Chemistry,"['https://www.wikidata.org/wiki/Q76604', 'https://en.wikipedia.org/wiki/Hans_Fischer']",both,<a href='https://api.nobelprize.org/v1/laureate.json?id=188'>json</a>,<a href='https://www.nobelprize.org/laureate/188'>html</a>,<a href='http://www.wikidata.org/entity/Q76604'>Wikidata</a>
184,http://www.wikidata.org/entity/Q76606,Carl Bosch,189,189,Carl Bosch,Carl Bosch,https://api.nobelprize.org/2/laureate/189,male,1931,Chemistry,"['https://www.wikidata.org/wiki/Q76606', 'https://en.wikipedia.org/wiki/Carl_Bosch']",both,<a href='https://api.nobelprize.org/v1/laureate.json?id=189'>json</a>,<a href='https://www.nobelprize.org/laureate/189'>html</a>,<a href='http://www.wikidata.org/entity/Q76606'>Wikidata</a>
185,http://www.wikidata.org/entity/Q76614,Friedrich Bergius,190,190,Friedrich Bergius,Friedrich Bergius,https://api.nobelprize.org/2/laureate/190,male,1931,Chemistry,"['https://www.wikidata.org/wiki/Q76614', 'https://en.wikipedia.org/wiki/Friedrich_Bergius']",both,<a href='https://api.nobelprize.org/v1/laureate.json?id=190'>json</a>,<a href='https://www.nobelprize.org/laureate/190'>html</a>,<a href='http://www.wikidata.org/entity/Q76614'>Wikidata</a>
186,http://www.wikidata.org/entity/Q184286,Irving Langmuir,191,191,Irving Langmuir,Irving Langmuir,https://api.nobelprize.org/2/laureate/191,male,1932,Chemistry,"['https://www.wikidata.org/wiki/Q184286', 'https://en.wikipedia.org/wiki/Irving_Langmuir']",both,<a href='https://api.nobelprize.org/v1/laureate.json?id=191'>json</a>,<a href='https://www.nobelprize.org/laureate/191'>html</a>,<a href='http://www.wikidata.org/entity/Q184286'>Wikidata</a>
187,http://www.wikidata.org/entity/Q179777,Harold Urey,192,192,Harold C. Urey,Harold C. Urey,https://api.nobelprize.org/2/laureate/192,male,1934,Chemistry,"['https://www.wikidata.org/wiki/Q179777', 'https://en.wikipedia.org/wiki/Harold_Urey']",both,<a href='https://api.nobelprize.org/v1/laureate.json?id=192'>json</a>,<a href='https://www.nobelprize.org/laureate/192'>html</a>,<a href='http://www.wikidata.org/entity/Q179777'>Wikidata</a>
188,http://www.wikidata.org/entity/Q150989,Frédéric Joliot-Curie,193,193,Frédéric Joliot,Frédéric Joliot,https://api.nobelprize.org/2/laureate/193,male,1935,Chemistry,"['https://www.wikidata.org/wiki/Q150989', 'https://en.wikipedia.org/wiki/Frédéric_Joliot-Curie']",both,<a href='https://api.nobelprize.org/v1/laureate.json?id=193'>json</a>,<a href='https://www.nobelprize.org/laureate/193'>html</a>,<a href='http://www.wikidata.org/entity/Q150989'>Wikidata</a>
189,http://www.wikidata.org/entity/Q7504,Irène Joliot-Curie,194,194,Irène Joliot-Curie,Irène Joliot-Curie,https://api.nobelprize.org/2/laureate/194,female,1935,Chemistry,"['https://www.wikidata.org/wiki/Q7504', 'https://en.wikipedia.org/wiki/Irène_Joliot-Curie']",both,<a href='https://api.nobelprize.org/v1/laureate.json?id=194'>json</a>,<a href='https://www.nobelprize.org/laureate/194'>html</a>,<a href='http://www.wikidata.org/entity/Q7504'>Wikidata</a>
190,http://www.wikidata.org/entity/Q103835,Peter Debye,195,195,Peter Debye,Peter Debye,https://api.nobelprize.org/2/laureate/195,male,1936,Chemistry,"['https://www.wikidata.org/wiki/Q103835', 'https://en.wikipedia.org/wiki/Peter_Debye']",both,<a href='https://api.nobelprize.org/v1/laureate.json?id=195'>json</a>,<a href='https://www.nobelprize.org/laureate/195'>html</a>,<a href='http://www.wikidata.org/entity/Q103835'>Wikidata</a>
191,http://www.wikidata.org/entity/Q204600,Norman Haworth,196,196,Norman Haworth,Norman Haworth,https://api.nobelprize.org/2/laureate/196,male,1937,Chemistry,"['https://www.wikidata.org/wiki/Q204600', 'https://en.wikipedia.org/wiki/Norman_Haworth']",both,<a href='https://api.nobelprize.org/v1/laureate.json?id=196'>json</a>,<a href='https://www.nobelprize.org/laureate/196'>html</a>,<a href='http://www.wikidata.org/entity/Q204600'>Wikidata</a>
192,http://www.wikidata.org/entity/Q73093,Paul Karrer,197,197,Paul Karrer,Paul Karrer,https://api.nobelprize.org/2/laureate/197,male,1937,Chemistry,"['https://www.wikidata.org/wiki/Q73093', 'https://en.wikipedia.org/wiki/Paul_Karrer']",both,<a href='https://api.nobelprize.org/v1/laureate.json?id=197'>json</a>,<a href='https://www.nobelprize.org/laureate/197'>html</a>,<a href='http://www.wikidata.org/entity/Q73093'>Wikidata</a>
193,http://www.wikidata.org/entity/Q78483,Richard Kuhn,198,198,Richard Kuhn,Richard Kuhn,https://api.nobelprize.org/2/laureate/198,male,1938,Chemistry,"['https://www.wikidata.org/wiki/Q78483', 'https://en.wikipedia.org/wiki/Richard_Kuhn']",both,<a href='https://api.nobelprize.org/v1/laureate.json?id=198'>json</a>,<a href='https://www.nobelprize.org/laureate/198'>html</a>,<a href='http://www.wikidata.org/entity/Q78483'>Wikidata</a>
194,http://www.wikidata.org/entity/Q5327,Adolf Butenandt,199,199,Adolf Butenandt,Adolf Butenandt,https://api.nobelprize.org/2/laureate/199,male,1939,Chemistry,"['https://www.wikidata.org/wiki/Q5327', 'https://en.wikipedia.org/wiki/Adolf_Butenandt']",both,<a href='https://api.nobelprize.org/v1/laureate.json?id=199'>json</a>,<a href='https://www.nobelprize.org/laureate/199'>html</a>,<a href='http://www.wikidata.org/entity/Q5327'>Wikidata</a>
195,http://www.wikidata.org/entity/Q122996,Leopold Ružička,200,200,Leopold Ruzicka,Leopold Ruzicka,https://api.nobelprize.org/2/laureate/200,male,1939,Chemistry,"['https://www.wikidata.org/wiki/Q122996', 'https://en.wikipedia.org/wiki/Leopold_Ružička']",both,<a href='https://api.nobelprize.org/v1/laureate.json?id=200'>json</a>,<a href='https://www.nobelprize.org/laureate/200'>html</a>,<a href='http://www.wikidata.org/entity/Q122996'>Wikidata</a>
196,http://www.wikidata.org/entity/Q76951,George de Hevesy,201,201,George de Hevesy,George de Hevesy,https://api.nobelprize.org/2/laureate/201,male,1943,Chemistry,"['https://www.wikidata.org/wiki/Q76951', 'https://en.wikipedia.org/wiki/George_de_Hevesy']",both,<a href='https://api.nobelprize.org/v1/laureate.json?id=201'>json</a>,<a href='https://www.nobelprize.org/laureate/201'>html</a>,<a href='http://www.wikidata.org/entity/Q76951'>Wikidata</a>
197,http://www.wikidata.org/entity/Q57065,Otto Hahn,202,202,Otto Hahn,Otto Hahn,https://api.nobelprize.org/2/laureate/202,male,1944,Chemistry,"['https://www.wikidata.org/wiki/Q57065', 'https://en.wikipedia.org/wiki/Otto_Hahn']",both,<a href='https://api.nobelprize.org/v1/laureate.json?id=202'>json</a>,<a href='https://www.nobelprize.org/laureate/202'>html</a>,<a href='http://www.wikidata.org/entity/Q57065'>Wikidata</a>
198,http://www.wikidata.org/entity/Q157239,Artturi Ilmari Virtanen,203,203,Artturi Virtanen,Artturi Virtanen,https://api.nobelprize.org/2/laureate/203,male,1945,Chemistry,"['https://www.wikidata.org/wiki/Q157239', 'https://en.wikipedia.org/wiki/Artturi_Ilmari_Virtanen']",both,<a href='https://api.nobelprize.org/v1/laureate.json?id=203'>json</a>,<a href='https://www.nobelprize.org/laureate/203'>html</a>,<a href='http://www.wikidata.org/entity/Q157239'>Wikidata</a>
199,http://www.wikidata.org/entity/Q106756,James B. Sumner,204,204,James B. Sumner,James B. Sumner,https://api.nobelprize.org/2/laureate/204,male,1946,Chemistry,"['https://www.wikidata.org/wiki/Q106756', 'https://en.wikipedia.org/wiki/James_B._Sumner']",both,<a href='https://api.nobelprize.org/v1/laureate.json?id=204'>json</a>,<a href='https://www.nobelprize.org/laureate/204'>html</a>,<a href='http://www.wikidata.org/entity/Q106756'>Wikidata</a>
200,http://www.wikidata.org/entity/Q106399,John Howard Northrop,205,205,John H. Northrop,John H. Northrop,https://api.nobelprize.org/2/laureate/205,male,1946,Chemistry,"['https://www.wikidata.org/wiki/Q106399', 'https://en.wikipedia.org/wiki/John_Howard_Northrop']",both,<a href='https://api.nobelprize.org/v1/laureate.json?id=205'>json</a>,<a href='https://www.nobelprize.org/laureate/205'>html</a>,<a href='http://www.wikidata.org/entity/Q106399'>Wikidata</a>
201,http://www.wikidata.org/entity/Q105937,Wendell Meredith Stanley,206,206,Wendell M. Stanley,Wendell M. Stanley,https://api.nobelprize.org/2/laureate/206,male,1946,Chemistry,"['https://www.wikidata.org/wiki/Q105937', 'https://en.wikipedia.org/wiki/Wendell_Meredith_Stanley']",both,<a href='https://api.nobelprize.org/v1/laureate.json?id=206'>json</a>,<a href='https://www.nobelprize.org/laureate/206'>html</a>,<a href='http://www.wikidata.org/entity/Q105937'>Wikidata</a>
202,http://www.wikidata.org/entity/Q49351,Robert Robinson,207,207,Sir Robert Robinson,Sir Robert Robinson,https://api.nobelprize.org/2/laureate/207,male,1947,Chemistry,"['https://www.wikidata.org/wiki/Q49351', 'https://en.wikipedia.org/wiki/Robert_Robinson_(organic_chemist)']",both,<a href='https://api.nobelprize.org/v1/laureate.json?id=207'>json</a>,<a href='https://www.nobelprize.org/laureate/207'>html</a>,<a href='http://www.wikidata.org/entity/Q49351'>Wikidata</a>
203,http://www.wikidata.org/entity/Q233026,Arne Tiselius,208,208,Arne Tiselius,Arne Tiselius,https://api.nobelprize.org/2/laureate/208,male,1948,Chemistry,"['https://www.wikidata.org/wiki/Q233026', 'https://en.wikipedia.org/wiki/Arne_Tiselius']",both,<a href='https://api.nobelprize.org/v1/laureate.json?id=208'>json</a>,<a href='https://www.nobelprize.org/laureate/208'>html</a>,<a href='http://www.wikidata.org/entity/Q233026'>Wikidata</a>
204,http://www.wikidata.org/entity/Q110073,William Giauque,209,209,William F. Giauque,William F. Giauque,https://api.nobelprize.org/2/laureate/209,male,1949,Chemistry,"['https://www.wikidata.org/wiki/Q110073', 'https://en.wikipedia.org/wiki/William_Giauque']",both,<a href='https://api.nobelprize.org/v1/laureate.json?id=209'>json</a>,<a href='https://www.nobelprize.org/laureate/209'>html</a>,<a href='http://www.wikidata.org/entity/Q110073'>Wikidata</a>
205,http://www.wikidata.org/entity/Q76616,Otto Diels,210,210,Otto Diels,Otto Diels,https://api.nobelprize.org/2/laureate/210,male,1950,Chemistry,"['https://www.wikidata.org/wiki/Q76616', 'https://en.wikipedia.org/wiki/Otto_Diels']",both,<a href='https://api.nobelprize.org/v1/laureate.json?id=210'>json</a>,<a href='https://www.nobelprize.org/laureate/210'>html</a>,<a href='http://www.wikidata.org/entity/Q76616'>Wikidata</a>
206,http://www.wikidata.org/entity/Q76595,Kurt Alder,211,211,Kurt Alder,Kurt Alder,https://api.nobelprize.org/2/laureate/211,male,1950,Chemistry,"['https://www.wikidata.org/wiki/Q76595', 'https://en.wikipedia.org/wiki/Kurt_Alder']",both,<a href='https://api.nobelprize.org/v1/laureate.json?id=211'>json</a>,<a href='https://www.nobelprize.org/laureate/211'>html</a>,<a href='http://www.wikidata.org/entity/Q76595'>Wikidata</a>
207,http://www.wikidata.org/entity/Q19009,Edwin Mattison McMillan,212,212,Edwin M. McMillan,Edwin M. McMillan,https://api.nobelprize.org/2/laureate/212,male,1951,Chemistry,"['https://www.wikidata.org/wiki/Q19009', 'https://en.wikipedia.org/wiki/Edwin_McMillan']",both,<a href='https://api.nobelprize.org/v1/laureate.json?id=212'>json</a>,<a href='https://www.nobelprize.org/laureate/212'>html</a>,<a href='http://www.wikidata.org/entity/Q19009'>Wikidata</a>
208,http://www.wikidata.org/entity/Q48973,Glenn Seaborg,213,213,Glenn T. Seaborg,Glenn T. Seaborg,https://api.nobelprize.org/2/laureate/213,male,1951,Chemistry,"['https://www.wikidata.org/wiki/Q48973', 'https://en.wikipedia.org/wiki/Glenn_T._Seaborg']",both,<a href='https://api.nobelprize.org/v1/laureate.json?id=213'>json</a>,<a href='https://www.nobelprize.org/laureate/213'>html</a>,<a href='http://www.wikidata.org/entity/Q48973'>Wikidata</a>
209,http://www.wikidata.org/entity/Q48977,Archer Martin,214,214,Archer J.P. Martin,Archer J.P. Martin,https://api.nobelprize.org/2/laureate/214,male,1952,Chemistry,"['https://www.wikidata.org/wiki/Q48977', 'https://en.wikipedia.org/wiki/Archer_John_Porter_Martin']",both,<a href='https://api.nobelprize.org/v1/laureate.json?id=214'>json</a>,<a href='https://www.nobelprize.org/laureate/214'>html</a>,<a href='http://www.wikidata.org/entity/Q48977'>Wikidata</a>
210,http://www.wikidata.org/entity/Q48979,Richard Laurence Millington Synge,215,215,Richard L.M. Synge,Richard L.M. Synge,https://api.nobelprize.org/2/laureate/215,male,1952,Chemistry,"['https://www.wikidata.org/wiki/Q48979', 'https://en.wikipedia.org/wiki/Richard_Laurence_Millington_Synge']",both,<a href='https://api.nobelprize.org/v1/laureate.json?id=215'>json</a>,<a href='https://www.nobelprize.org/laureate/215'>html</a>,<a href='http://www.wikidata.org/entity/Q48979'>Wikidata</a>
211,http://www.wikidata.org/entity/Q48956,Hermann Staudinger,216,216,Hermann Staudinger,Hermann Staudinger,https://api.nobelprize.org/2/laureate/216,male,1953,Chemistry,"['https://www.wikidata.org/wiki/Q48956', 'https://en.wikipedia.org/wiki/Hermann_Staudinger']",both,<a href='https://api.nobelprize.org/v1/laureate.json?id=216'>json</a>,<a href='https://www.nobelprize.org/laureate/216'>html</a>,<a href='http://www.wikidata.org/entity/Q48956'>Wikidata</a>
212,http://www.wikidata.org/entity/Q48983,Linus Pauling,217,217,Linus Pauling,Linus Pauling,https://api.nobelprize.org/2/laureate/217,male,1962,Peace,"['https://www.wikidata.org/wiki/Q48983', 'https://en.wikipedia.org/wiki/Linus_Pauling']",both,<a href='https://api.nobelprize.org/v1/laureate.json?id=217'>json</a>,<a href='https://www.nobelprize.org/laureate/217'>html</a>,<a href='http://www.wikidata.org/entity/Q48983'>Wikidata</a>
213,http://www.wikidata.org/entity/Q33128,Vincent du Vigneaud,218,218,Vincent du Vigneaud,Vincent du Vigneaud,https://api.nobelprize.org/2/laureate/218,male,1955,Chemistry,"['https://www.wikidata.org/wiki/Q33128', 'https://en.wikipedia.org/wiki/Vincent_du_Vigneaud']",both,<a href='https://api.nobelprize.org/v1/laureate.json?id=218'>json</a>,<a href='https://www.nobelprize.org/laureate/218'>html</a>,<a href='http://www.wikidata.org/entity/Q33128'>Wikidata</a>
214,http://www.wikidata.org/entity/Q48986,Cyril Norman Hinshelwood,219,219,Sir Cyril Hinshelwood,Sir Cyril Hinshelwood,https://api.nobelprize.org/2/laureate/219,male,1956,Chemistry,"['https://www.wikidata.org/wiki/Q48986', 'https://en.wikipedia.org/wiki/Cyril_Norman_Hinshelwood']",both,<a href='https://api.nobelprize.org/v1/laureate.json?id=219'>json</a>,<a href='https://www.nobelprize.org/laureate/219'>html</a>,<a href='http://www.wikidata.org/entity/Q48986'>Wikidata</a>
215,http://www.wikidata.org/entity/Q48990,Nikolay Semyonov,220,220,Nikolay Semenov,Nikolaj Semjenov,https://api.nobelprize.org/2/laureate/220,male,1956,Chemistry,"['https://www.wikidata.org/wiki/Q48990', 'https://en.wikipedia.org/wiki/Nikolay_Semyonov']",both,<a href='https://api.nobelprize.org/v1/laureate.json?id=220'>json</a>,<a href='https://www.nobelprize.org/laureate/220'>html</a>,<a href='http://www.wikidata.org/entity/Q48990'>Wikidata</a>
216,http://www.wikidata.org/entity/Q157242,"Alexander R. Todd, Baron Todd",221,221,Lord Todd,Lord Todd,https://api.nobelprize.org/2/laureate/221,male,1957,Chemistry,"['https://www.wikidata.org/wiki/Q157242', 'https://en.wikipedia.org/wiki/Alexander_R._Todd,_Baron_Todd']",both,<a href='https://api.nobelprize.org/v1/laureate.json?id=221'>json</a>,<a href='https://www.nobelprize.org/laureate/221'>html</a>,<a href='http://www.wikidata.org/entity/Q157242'>Wikidata</a>
